X, Y, Speed
1.3663180679154445, 1.372236251723323, 1.9189557320078747
1.4482679068426196, 1.2710202728188045, 1.9189557320078747
1.537401667071125, 1.1775906941340384, 1.9189557320078747
1.6339850573288808, 1.0926884593599753, 1.9189557320078747
1.7383380074378705, 1.0172710156955111, 2.0082541530334566
1.8495635869765081, 0.9508313533855364, 2.100218403044703
1.9669578965532217, 0.89296873544977, 2.2013540148910824
2.0899165061995735, 0.8433148705933372, 2.316242505358483
2.2178855381803233, 0.8014918959198714, 2.4489796353828037
2.350335811804657, 0.7670846195687766, 2.6035212422793355
2.48675097631548, 0.7396251940779497, 2.7884263056730942
2.6266140609177726, 0.7185678233877448, 3.0189877183283023
2.7693976992693417, 0.7032610714622515, 3.3158799032903707
2.9145701198535288, 0.6929451140346917, 3.7131687756184424
